ABIS CAN, Abis Canadensis-Pinus Canadensis, Hemlock Spruce\1
IPECACAUNHA, Ipecacuanha, Ipecac-Root*\585
585 ,104 ,106 ,426 ,422 
IPOMEA, Ipomea - Convolvulus Duartinus, Morning Glory\586
586 ,5   ,5   ,20  ,20  
IRIDIUM, Iridium, The Metal\587
587 ,26  ,26  ,109 ,109 
IRIDIUM CHLORIDE, Iridium Chloride\588
588 ,5   ,5   ,20  ,20  
IRIS FACTISSIMA, Iris Factissima\589
589 ,2   ,2   ,8   ,8   
IRIS FLORENTINA, Iris Florentina, Ortis-Root\590
590 ,3   ,3   ,14  ,14  
IRIS GERMANICA, Iris Germanica, Blue Garden Iris\591
591 ,2   ,2   ,9   ,9   
IRIS TENAX, Iris Tenax, I. Minor\592
592 ,5   ,5   ,19  ,19  
IRIS, Iris Versicolor, Blue Flag*\593
593 ,34  ,36  ,140 ,136 
JACARANDA, Jacaranda, Brazilian Caroba-Tree\594
594 ,24  ,36  ,144 ,96  
JACARANDA GUALANDAI, Jacaranda Gualandai\595
595 ,4   ,4   ,16  ,16  
JALAPA, Jalapa - Exogonium Purga, Jalap\596
596 ,16  ,16  ,64  ,64  
JATROPHA, Jatropha, Purging Nut\597
597 ,20  ,23  ,93  ,81  
JATROPHA URENS, Jatropha Urens, Sponge-Nettle\598
598 ,2   ,2   ,8   ,8   
JEQUIRITOL, Jequiritol\599
599 ,2   ,2   ,8   ,8   
JEQUIRITY, Jequirity - Arbrus Precatorius, Crab's Eye Vine\600
600 ,7   ,7   ,28  ,28  
JONOSIA ASOCA, Jonosia Asoca, Bark of an Indian Tree, introduced by Dr. N. D. Ray, Calcutta\601
601 ,21  ,21  ,88  ,88  
JUGLANDIN, Juglandin\602
602 ,2   ,2   ,8   ,8   
JUGLANS CINDEREA, Juglans Cinerea, Butternut\603
603 ,33  ,35  ,138 ,130 
JUGLANS REGIA, Juglans Regia, Walnut\604
604 ,12  ,17  ,70  ,50  
JUNCUS EFFUSUS, Juncus Effusus, Common Rush\605
605 ,9   ,9   ,36  ,36  
JUNIPERUS COMMUNIS, Juniperus Communis, Juniper Berries\606
606 ,10  ,10  ,42  ,42  
JUNIPERUS VIRGINIANUS, Juniperus Virginianus, Red Cedar\607
607 ,11  ,11  ,44  ,44  
JUSTICIA ADHATODA BASAKA, Justicia Adhatoda Basaka, An Indian Shrub, Singhee\608
608 ,19  ,23  ,93  ,77  
KALI ACET, Kali Aceticum\609
609 ,4   ,4   ,16  ,16  
KALI ARSENICUM, Kali Arsenicum, Fowler's Solution\610
610 ,14  ,20  ,80  ,60  
KALI-BI, Kali Bichromicum, Potassium Bichromate*\611
611 ,176 ,179 ,723 ,715 
KALI-BROM, Kali Bromatum, Bromide of Potash\612
612 ,69  ,70  ,308 ,304 
KALI-C, Kali Carbonicum, Potassium Carbonate*\613
613 ,165 ,168 ,680 ,668 
KALI-CHLOR, Kali Chloricum, Chlorate of Potassium - K clo. 3\614
614 ,29  ,29  ,116 ,116 
KALI-CIT, Kali Citricum\615
615 ,1   ,1   ,4   ,4   
KALI CYAN, Kali Cyanatum, Potassium Cyanide\616
616 ,14  ,14  ,56  ,56  
KALI-F, Kali Ferrocyanatum, Prussian Blue\617
617 ,7   ,7   ,28  ,28  
KALI-H, Kali Hydriodicum, Iodide of Potassium\618
618 ,92  ,93  ,375 ,375 
KALI HYPO, Kali Hypophosph.\619
619 ,4   ,4   ,15  ,15  
KALI-M, Kali Muriaticum, Potassium Chloride*\620
620 ,90  ,92  ,371 ,363 
KALI-N, Kali Nitricum - Nitrum, Nitrate of Potassium - Saltpeter\621
621 ,49  ,52  ,209 ,197 
KALI-O, Kali Oxalicum\622
622 ,2   ,2   ,8   ,8   
KALI-PERM, Kali Permanganicum, Permanganate of Potassium\623
623 ,21  ,21  ,84  ,84  
KALI-P, Kali Phosphoricum, Potassium Phosphate*\624
624 ,101 ,107 ,476 ,446 
KALI-PIC, Kali Picro-Nitricum and Kali Picricum\625
625 ,2   ,2   ,8   ,8   
KALI-SAL, Kali Salicylicum\626
626 ,2   ,2   ,8   ,8   
KALI-SILICATUM, Kali Silicatum, Silicate of Potash\627
627 ,25  ,25  ,110 ,110 
KALI-SIL, Kali Silicum\628
628 ,1   ,1   ,4   ,4   
KALI-S, Kali Sulfuricum, Potassium Sulfate*\629
629 ,73  ,74  ,308 ,304 
KALI-SULPH-CHROMICO, Kali Sulphuricum Chromico, Alum of Chrome\630
630 ,4   ,4   ,16  ,16  
KALI-TAR, Kali Tartaricum\631
631 ,1   ,1   ,4   ,4   
KALI-TEL, Kali Telluricum\632
632 ,3   ,3   ,12  ,12  
KALMIA LATIFOLIA, Kalmia Latifolia, Mountain Laurel\633
633 ,58  ,59  ,237 ,233 
KAOLIN, Kaolin, Bolus Alba (China Clay) Alumina Silicate\634
634 ,10  ,10  ,40  ,40  
KINO, Kino, from Pterocarpus\635
635 ,2   ,2   ,8   ,8   
KOCH's LYMPH, Koch's Lymph\636
636 ,5   ,6   ,24  ,20  
KOUSSO, Kousso - Brayera, Hagenia Abyssinica\637
637 ,7   ,7   ,30  ,30  
KREO, Kreosotum, Beechwood Kreosote*\638
638 ,97  ,97  ,403 ,403 
LABURNUM, Laburnum, Cystisus Laburnum\639
639 ,27  ,27  ,110 ,110 
LAC CANINUM, Lactis Caninum, Dog's Milk\640
640 ,59  ,61  ,257 ,249 
LAC DEFLORATUM, Lac Defloratum, Skimmed Milk\641
641 ,9   ,9   ,38  ,38  
LAC FIL, Lactis Felinum, Cat's Milk\642
642 ,5   ,5   ,22  ,22  
LAC VACC, Lactis Vaccinum, Cow's Milk\643
643 ,3   ,3   ,12  ,12  
LAC VACC COAG, Lactis Vaccinum Coagulatum, Curds\644
644 ,1   ,1   ,4   ,4   
LAC VACC FLOC, Lactis Vaccini Floc, Cream\645
645 ,4   ,4   ,16  ,16  
LACERTA, Lacerta, Green Lizard\646
646 ,7   ,7   ,30  ,30  
LACH CL, Lachesis Clotho Arictans, Puff Adder\647
647 ,1   ,1   ,4   ,4   
LACH KAL, Lachesis Kalagua\648
648 ,2   ,2   ,8   ,8   
LACH, Lachesis Mutus, Surukuku (Bushmaster) Snake Venum*\649
649 ,176 ,209 ,863 ,744 
LACHNANTES, Lachnantes, Spirit-weed\650
650 ,19  ,19  ,78  ,78  
LACTICUM ACIDUM, Lacticum Acidum, Lactic Acid\651
651 ,21  ,21  ,84  ,84  
LACTUCA VIROSA, Lactuca Virosa, Acrid Lettuce\652
652 ,28  ,28  ,115 ,115 
LAFFA, Laffa Acutangula\653
653 ,2   ,2   ,8   ,8   
LAMIUM, Lamium, White Nettle\654
654 ,9   ,11  ,44  ,36  
LAPATHUM, Lapathum\655
655 ,1   ,1   ,4   ,4   
LAPIS ALBUS, Lapis Albus, Silico-Fluoride of Calcium\656
656 ,21  ,24  ,96  ,84  
LAPPA, Lappa - Arctium, Burdock\657
657 ,13  ,21  ,84  ,52  
LAPSANA, Lapsana Communis, Nipple-wort\658
658 ,2   ,2   ,8   ,8   
LATHYRUS, Lathyrus, Chick-Pea\659
659 ,29  ,29  ,117 ,117 
LAT-H, Latrodectus Hasselti, New South Wales Black Spider\660
660 ,10  ,10  ,45  ,45  
LAT-K, Latrodectus Kalipe, New Zealand Spider\661
661 ,2   ,2   ,8   ,8   
LAT-M, Latrodectus Mactaus, Black Widow Spider*\662
662 ,27  ,28  ,118 ,114 
LAUROCERASUS, Laurocerasus, Cherry-Laurel\663
663 ,133 ,136 ,534 ,530 
LEMNA, Lemna Minor, Duckweed\664
664 ,15  ,15  ,59  ,59  
LEONURUS, Leonurus - Motherwort\665
665 ,10  ,10  ,42  ,42  
LEPIDIUM, Lepidium Bonariense, Cress - Brazillian Cress\666
666 ,9   ,12  ,44  ,36  
LEPTANDRA, Leptandra, Culver's Root\667
667 ,16  ,17  ,68  ,64  
LEVICO WATER, Levico Water (containing Ars., Iron and Copper of South Tyrol)\668
668 ,4   ,4   ,16  ,16  
LIATRIS, Liatris Spicata - Serratula, Colic Root\669
669 ,9   ,9   ,36  ,36  
LIL-T, Lilium Tigrinum, Tiger Lily*\670
670 ,83  ,87  ,389 ,372 
LIMULUS, Limulus. (Xiphosura), Horse-Foot - King-Crab\671
671 ,24  ,24  ,96  ,96  
LINARIA, Linaria, Toad-Flax - Snap Dragon\672
672 ,13  ,14  ,59  ,55  
LINUM CATH, Linum Catharticum, Purging Flax\673
673 ,5   ,5   ,20  ,20  
LINUM US., Linum Usitatissimum, Common Flax\674
674 ,10  ,10  ,40  ,40  
LIPPIA MEXICANA, Lippia Mexicana\675
675 ,3   ,3   ,12  ,12  
LITHIUM BENZ, Lithium Benzoicum\676
676 ,7   ,7   ,28  ,28  
LITHIUM BROM, Lithium Bromatum\677
677 ,4   ,4   ,16  ,16  
LITHIUM CARB, Lithium Carbonicum, Carbonate of Lithium\678
678 ,53  ,53  ,214 ,214 
LITHIUM CHLOR, Lithium Chlor\679
679 ,9   ,9   ,36  ,36  
LITHIUM LACT, Lithium Lacticum\680
680 ,1   ,1   ,4   ,4   
LOBELIA CARD, Lobelia Cardinalis\681
681 ,3   ,3   ,12  ,12  
LOBELIA ERIMUS, Lobelia Erimus\682
682 ,9   ,9   ,38  ,38  
LOBELIA INFLATA, Lobelia Inflata, Indian Tobacco\683
683 ,52  ,53  ,208 ,208 
LOBELIA PUR., Lobelia Purpurascens, Purple Lobelia\684
684 ,16  ,16  ,66  ,66  
LOBELIA SYPH., Lobelia Syphilitica or Cerulea\685
685 ,13  ,14  ,55  ,51  
LOLIUM TEM, Lolium Temulentum, Darnel\686
686 ,21  ,21  ,84  ,84  
LONICERA PERIC, Lonicera Pericylmenum, Honeysuckle\687
687 ,1   ,1   ,6   ,6   
LONICERA XYL, Lonicera Xylosteum, Fly-Woodbine\688
688 ,14  ,14  ,56  ,56  
LUMINAL, Luminal\689
689 ,2   ,2   ,8   ,8   
LUPULUS-HUMULUS, Lupulus-Humulus, Hops\690
690 ,20  ,21  ,83  ,83  
LYC, Lycopodium Clavatum, Club Moss*\691
691 ,302 ,303 ,1278,1272
LYCOPODIUM IK, Lycopodium Iksbugandba\692
692 ,3   ,3   ,12  ,12  
LYCOPUS VIRGINICUS, Lycopus Virginicus, Bugle-Weed\693
693 ,27  ,27  ,108 ,108 
MACROTIN, Macrotin\694
694 ,1   ,1   ,4   ,4   
MACROZAMIA, Macrozamia Spiralis\695
695 ,6   ,6   ,23  ,23  
MACUNA PRURENS, Macruna Prurens, Dolichos\696
696 ,2   ,2   ,8   ,8   
MAG-A, Magnesia Artificialis\697
697 ,4   ,4   ,16  ,16  
MAG-C, Magnesia Carbonica, Magnesium Carbonate*\698
698 ,91  ,91  ,369 ,369 
MAG-M, Magnesia Muriatica, Magnesium Chloride*\699
699 ,53  ,54  ,213 ,209 
MAG-P, Magnesia Phosphorica, Magnesium Phosphate*\700
700 ,72  ,80  ,321 ,289 
MAGNESIA SULPHURICA, Magnesia Sulphurica, Epsom Salt\701
701 ,27  ,42  ,154 ,110 
MAGNETIS POLI AMBO., Magnetis Poli Ambo, The Magnet - Sugar of Milk or Distilled Water Exposed to Influence of Entire Mass\702
702 ,5   ,5   ,20  ,20  
MAGNETIS POLUS ARTICUS, Magnetis Polus Articus, North Pole of the Magnet\703
703 ,12  ,12  ,50  ,50  
MAGNETIS POLUS AUSTRALIS, Magnetis Polus Australis, South Pole of the Magnet\704
704 ,8   ,8   ,32  ,32  
MAGNOLIA GRANDIFLORA, Magnolia Grandiflora, Magnolia\705
705 ,29  ,31  ,121 ,113 
MALANDRINUM, Malandrinum, the Morbid Product of Grease in Horses\706
706 ,10  ,10  ,40  ,40  
MALARIA EFFICINALIS, Malaria Officinalis, Decomposed Vegetable Matter\707
707 ,6   ,6   ,24  ,24  
MALLOTUS, Mallotus, Kamala\708
708 ,1   ,1   ,4   ,4   
MANCINELLA, Mancinella, Hippomane - Mangancel Apple\709
709 ,32  ,41  ,172 ,140 
MAND, Mandragora, Mandrake\710
710 ,9   ,9   ,40  ,40  
MANGANESE, Colloidal Manganese\711
711 ,1   ,1   ,4   ,4   
MANGANUM ACETICUM, Manganum Aceticum, Manganese Acetate\712
712 ,82  ,82  ,332 ,332 
MANGAN MUR, Manganum Mur.\713
713 ,2   ,2   ,8   ,8   
MANGAN OXYDAT, Manganum Oxydat\714
714 ,16  ,16  ,65  ,65  
MANGAN SULPH, Manganum Sulph\715
715 ,2   ,2   ,8   ,8   
MANGIFERA INDICA, Mangifera Indica, Mango Tree\716
716 ,24  ,30  ,124 ,98  
MANZANITA, Manzanita\717
717 ,5   ,5   ,20  ,20  
MARRUBIUM, Marrubium, Hoarhound\718
718 ,4   ,4   ,16  ,16  
MATICO, Matico, Artanthe or Piper Augustifolia\719
719 ,5   ,5   ,20  ,20  
MEDORRHINUM, Medorrhinum, The Gonorrheal Virus\720
720 ,120 ,120 ,513 ,513 
MEDUSA, Medusa, Jelly-Fish\721
721 ,6   ,7   ,26  ,23  
MEL CUM SALE, Mel Cum Sale, Honey with Salt\722
722 ,7   ,8   ,32  ,28  
MELILOTUS, Melilotus, Yellow Melilot - Sweet Clover\723
723 ,47  ,54  ,228 ,200 
MELILOTUS ALBA, Melilotus Alba, White Clover\724
724 ,4   ,4   ,16  ,16  
MENISPERMUM, Menispermum, Moonseed\725
725 ,10  ,11  ,44  ,40  
MENTHA PIPERITA, Mentha Piperita, Peppermint\726
726 ,14  ,20  ,76  ,56  
MENTHA PULEGIUM, Mentha Pulegium, European Pennyroyal\727
727 ,1   ,1   ,4   ,4   
MENTHA VIRIDIS, Mentha Viridis, Spearmint\728
728 ,1   ,1   ,4   ,4   
MENTHOL, Menthol, Menthol\729
729 ,21  ,21  ,86  ,86  
MENYANTHES, Menyanthes, Buck-Bean\730
730 ,26  ,26  ,107 ,107 
MEPHITIS, Mephitis, Skunk\731
731 ,26  ,27  ,116 ,112 
MERC HYDR, Mercurious - Hydrargyrum, Quicksilver\732
732 ,147 ,149 ,598 ,598 
MERC ACET, Mercurius Acet.\733
733 ,8   ,8   ,33  ,33  
MERC AUR, Mercurius Auratus\734
734 ,6   ,6   ,24  ,24  
MERC BROM, Mercurius Bromatus\735
735 ,1   ,1   ,4   ,4   
MERC CORR, Mercurius Corrosivus, Corrosive Sublimate\736
736 ,63  ,66  ,258 ,258 
MERC CUM KALI, Mercurius Cum Kali\737
737 ,2   ,2   ,8   ,8   
MERC CYAN, Mercurius Cyanatus, Cyanide of Mercury\738
738 ,44  ,45  ,182 ,178 
MERC DULC, Mercurius Dulcis, Calomel\739
739 ,36  ,40  ,160 ,144 
MERC IOD FLAV, Mercurius Iodatus Flavus, Proto-Iodide of Mercury\740
740 ,14  ,14  ,56  ,56  
MERC IOD RUB, Mercurius Iodatus Ruber, Bin-Iodide of Mercury\741
741 ,34  ,35  ,139 ,135 
MERC NITRO, Mercurius Nitrosus, Nitrate of Mercury\742
742 ,4   ,6   ,24  ,16  
MERC PER, Mercurialis Perennis, Dog's Mercury\743
743 ,17  ,17  ,68  ,68  
MERC PHOS, Mercurius Phosphoricus\744
744 ,2   ,2   ,8   ,8   
MERC PRAC RUB, Mercurius Pracipitatus Ruber\745
745 ,10  ,10  ,40  ,40  
MERC SULPH, Mercurius Sulphuricus - Hydrarg. Oxyd. Sub-Sulph, Turpethum Minerale - Yellow Sulphate of Mercury.\746
746 ,11  ,11  ,44  ,44  
MERC TANN, Mercurius Tannicus\747
747 ,1   ,1   ,4   ,4   
MERC VIV, Mercurius Vivus, Mercury and Mercurius Solubilis*\748
748 ,102 ,102 ,426 ,426 
METHYLENE BLUE, Methylene Blue, One of the Aniline Dyes\749
749 ,18  ,18  ,76  ,76  
METHYLIUM, Methylium Salicylicum, an artificial Gaultheria oil\750
750 ,3   ,3   ,12  ,12  
MEZER. CHOP, Mezer. Chopheenee\751
751 ,3   ,3   ,12  ,12  
MEZ, Mezereum, Spurge Olive*\752
752 ,72  ,99  ,366 ,290 
MICROMERIA, Micromeria, Yerba Buena\753
753 ,4   ,4   ,16  ,16  
MILLEFOLIUM, Millefolium, Yarrow\754
754 ,24  ,27  ,111 ,99  
MIMOSA, Mimosa, Sensitive Plant\755
755 ,5   ,5   ,20  ,20  
MITCHELLA, Mitchella, Partridge-Berry\756
756 ,6   ,7   ,28  ,24  
MOMORDICA BALS, Momordica Balsamina, Balsam Apple\757
757 ,10  ,10  ,40  ,40  
MOMORDICA CHARANTIA, Momordica Charantia, Hairy Mordica\758
758 ,7   ,7   ,28  ,28  
MONSONIA, Monsonia, an African plant belonging to the Geraniaccae\759
759 ,1   ,1   ,4   ,4   
MORB, Morbillinum, Measles Tissue*\760
760 ,1   ,1   ,4   ,4   
MORPHINUM, Morphinum, An Alkaloid of Opium\761
761 ,91  ,91  ,381 ,381 
MOSCHUS, Moschus, Musk\762
762 ,57  ,59  ,250 ,241 
MUCO, Muco-Toxin, Cahi's preparation with the Micro-Coccus Catarrhalis\763
763 ,1   ,1   ,4   ,4   
MUCUNA URENS, Mucuna Urens\764
764 ,2   ,2   ,8   ,8   
MUR-AC, Muratic Acid, Hydrochloric Acid*\765
765 ,2   ,2   ,8   ,8   
MUREX, Murex, Purple Fish\766
766 ,21  ,22  ,108 ,102 
MURIATICUM ACIDUM, Muriaticum Acidum, Muriatic Acid\767
767 ,66  ,66  ,269 ,269 
MUSTARD OIL, Mustard Oil\768
768 ,4   ,4   ,16  ,16  
MYGALE LASIODORA, Mygale Lasiodora, Black Cuban Spider\769
769 ,29  ,32  ,136 ,124 
MYOSOTIS, Myosotis, Forget-Me-Not\770
770 ,6   ,6   ,24  ,24  
MYRICA, Myrica, Bayberry\771
771 ,40  ,43  ,176 ,164 
MYRISTICA SEBIFERA, Myristica Sebifera, Brazilian Ucuba\772
772 ,15  ,15  ,60  ,60  
MYRTUS CHEKAN, Myrtus Chekan\773
773 ,4   ,4   ,18  ,18  
MYRTUS COMMUNIS, Myrtus Communis, Myrtle\774
774 ,8   ,8   ,32  ,32  
NABULUS, Nabulus, Prenanthes Serpentaria - Rattlesnake Root - White Lettuce, similar to Lactuca\775
775 ,8   ,8   ,31  ,31  
NAJA, Naja Naja Naja, Cobra Venum*\776
776 ,56  ,57  ,235 ,231 
NAPHTHALINE, Naphthaline, A chemical compound from Coal-Tar; Tar Camphor\777
777 ,39  ,39  ,158 ,158 
NARCISSUS, Narcissus, Daffodil\778
778 ,12  ,12  ,48  ,48  
NARCISSUS POETICUS, Narcissus Poeticus\779
779 ,5   ,5   ,20  ,20  
NASTURTIUM ACQUATICUM, Nasturtium Aquaticum, Watercress\780
780 ,9   ,9   ,44  ,44  
NATRUM ARSENICUM, Natrum Arsenicum, Arseniate of Sodium\781
781 ,30  ,31  ,124 ,120 
NATRUM ARS GARTNER, Natrum Arsenica Gartner\782
782 ,5   ,5   ,25  ,25  
NATRUM CACODYL, Natrum Cacodyl.\783
783 ,4   ,4   ,16  ,16  
NATRUM CARBONICUM, Natrum Carbonicum, Carbonate of Sodium\784
784 ,80  ,80  ,346 ,346 
NATRUM CHLORATUM, Natrum Chloratum, Labarraque's Solution\785
785 ,27  ,27  ,104 ,104 
NATRUM CHOLEINICUM, Natrum Choleinicum, Fel Tauri Deputatum\786
786 ,8   ,8   ,32  ,32  
NATRUM HYPOSULPH, Natrum Hyposulph.\787
787 ,1   ,1   ,4   ,4   
NATRUM IODAT, Natrum Iodat.\788
788 ,9   ,9   ,36  ,36  
NATRUM LACTIC, Natrum Lactic\789
789 ,4   ,4   ,16  ,16  
NAT-M, Natrum Muriaticum, Common Salt*\790
790 ,233 ,239 ,996 ,973 
NATRUM NITRICUM, Natrum Nitricum, Nitrate of Sodium\791
791 ,28  ,29  ,115 ,111 
NATRUM NITROSUM, Natrum Nitrosum\792
792 ,10  ,10  ,40  ,40  
NAT-P, Natrum Phosphoricum, Sodium Phosphate*\793
793 ,68  ,69  ,285 ,285 
NATRUM SALICYLICUM, Natrum Salicylicum, Salicylate of Sodium\794
794 ,25  ,26  ,108 ,104 
NATRUM SELENICUM, Natrum Selenicum\795
795 ,4   ,4   ,16  ,16  
NATRUM SILICOFLUORICUM, Natrum Silicofluoricum, Salufer\796
796 ,6   ,6   ,24  ,24  
NATRUM SILICUM, Natrum Silicum\797
797 ,5   ,5   ,20  ,20  
NATS, Natrum Sulphuricum, Sodium Sulfate (Glauber's Salt)*\798
798 ,111 ,115 ,475 ,461 
NATRUM SUCCINATE, Natrum Succinate\799
799 ,1   ,1   ,4   ,4   
NATRUM SULPHUROSUM, Natrum Sulphurosum\800
800 ,1   ,1   ,4   ,4   
NATRUM SULPHO-CARBOL, Natrum Sulpho-Carbol\801
801 ,2   ,2   ,8   ,8   
NATRUM TELLURICUM, Natrum Telluricum\802
802 ,2   ,2   ,8   ,8   
NECTRANDA AMARE, Nectranda Amare\803
803 ,5   ,5   ,20  ,20  
NED, Nedorrhium, Gonorrheal Tissue*\804
804 ,12  ,12  ,54  ,54  
NEGUMDIUM, Negumdium Americanum, Boxelder\805
805 ,1   ,1   ,4   ,4   
NEPETA CATARIA, Nepeta Cataria, Catnip\806
806 ,3   ,3   ,15  ,15  
NERIUM ODORUM, Nerium Odorum\807
807 ,3   ,3   ,12  ,12  
NICCOLUM, Niccolum, Metallic Nickel\808
808 ,34  ,35  ,139 ,139 
NICCOLUM SULPHURICUM, Niccolum Sulphuricum, Sulphate of Nickel\809
809 ,14  ,15  ,62  ,58  
NICOTINUM, Nicotinum\810
810 ,3   ,3   ,12  ,12  
NIT-AC, Nitric Acid, Nitric Acid*\811
811 ,120 ,120 ,499 ,499 
NITRI. SPIR. DULC., Nitri Spiritus Dulcis, Sweet Spirits of Nitre\812
812 ,16  ,17  ,67  ,67  
NITRO-MURIATIC ACID, Nitro-Muriatic Acid, Aqua Regia\813
813 ,22  ,24  ,92  ,88  
NUPHAR LUTEUM, Nuphar Luteum, Yellow Pond-Lily\814
814 ,8   ,8   ,30  ,30  
NUX-M, Nux Moschata, Nutmeg*\815
815 ,88  ,89  ,388 ,384 
NUX-V, Nux Vomica, Poison Nut*\816
816 ,280 ,283 ,1199,1191
NYCTANTHES, Nyctanthes Arbor-Tristis, Paghala-Malli - Sad Tree\817
817 ,16  ,16  ,66  ,66  
NYMPHEA ODORATA, Nymphea Odorata, Sweet Water Lily\818
818 ,5   ,5   ,20  ,20  
OCIMUM CANUM, Ocimum Canum, Brazilian Alfavaca\819
819 ,17  ,18  ,72  ,68  
OENANTHE CROCATA, Oenanthe Crocata, Water Dropwart\820
820 ,20  ,20  ,82  ,82  
OENOTHERA BIENNIS, Oenothera Biennis, Evening Primrose\821
821 ,4   ,4   ,16  ,16  
OIL OF EUCALYPTUS, Oil of Eucalyptus\822
822 ,3   ,3   ,14  ,14  
OLEANDER, Oleander - Nerium Odorum, Rose-Laurel\823
823 ,58  ,58  ,239 ,239 
OLEUM ANIMALE, Oleum Animale, Dippel's Animal Oil\824
824 ,53  ,53  ,221 ,221 
OLEUM, Oleum Caryophyllum, Oil of Cloves\825
825 ,1   ,1   ,4   ,4   
OLEUM JECORIS ASELLI, Oleum Jecoris Aselli, Cod-Liver Oil\826
826 ,24  ,24  ,95  ,95  
OLEUM MYRISTICA, Oleum Myristica, Oil of Nutmeg\827
827 ,3   ,3   ,12  ,12  
OLEUM SANTALI, Oleum Santali, Oil of Sandalwood\828
828 ,11  ,12  ,48  ,44  
ONISCUS ASELLUS, Oniscus Asellus, Millepedes or Wood-Louse\829
829 ,12  ,12  ,48  ,48  
ONONIS SPINOSA, Ononis Spinosa, Rest Harrow\830
830 ,2   ,2   ,8   ,8   
ONOSMODIUM, Onosmodium, False Gromwell\831
831 ,61  ,62  ,249 ,245 
OOPHORINUM, Oophorinum, Ovarian Extract\832
832 ,6   ,8   ,32  ,24  
OPERCULINA, Operculina Turpethum, Nishope\833
833 ,11  ,11  ,50  ,50  
OP, Opium (Papaver Somniferum), Dried Latex of the Poppy*\834
834 ,111 ,114 ,472 ,466 
OPUNTIA, Opuntia - Ficus Indica, Prickly Pear\835
835 ,4   ,4   ,16  ,16  
ORCHITINUM, Orchitinum, Testicular Extract\836
836 ,3   ,3   ,12  ,12  
OREODAPHNE, Oreodaphne, California Laurel\837
837 ,13  ,13  ,52  ,52  
OREXINE TANNATE, Orexine Tannate\838
838 ,2   ,2   ,8   ,8   
ORIG, Origanum Marjorana, Sweet Marjoram*\839
839 ,10  ,10  ,52  ,52  
ORNITHOGALUM, Ornithogalum Umbellatum, Star of Bethlehem\840
840 ,18  ,21  ,85  ,73  
OSMIUM, Osmium, The Element\841
841 ,29  ,29  ,116 ,116 
OSTRYA VIRGINICA, Ostrya Virginica, Ironwood\842
842 ,8   ,9   ,36  ,32  
OUABAIN, Ouabain, from leaves of Carissa Schimperi - arrow poison\843
843 ,2   ,2   ,8   ,8   
OVA TOSTA, Ova Tosta - Tosta Preparata, Roasted Egg-shells - Calcarea Ovorum\844
844 ,5   ,5   ,20  ,20  
OVI GAL. PEL., Ovi Gallinae Pellicula, Membrane of Egg-shell\845
845 ,6   ,6   ,26  ,26  
OXALICUM ACIDUM, Oxalicum Acidum, Sorrel Acid\846
846 ,67  ,68  ,282 ,276 
OXALIS ACETOSELLA, Oxalis Acetosella, Wood Sorrel\847
847 ,1   ,1   ,4   ,4   
OXYDEND., Oxydendron - Andromeda Arborea, Sorrel-Tree\848
848 ,9   ,9   ,36  ,36  
OXYTROPIS, Oxytropis, Loco-Weed\849
849 ,34  ,34  ,142 ,142 
OZONUM, Ozonum\850
850 ,2   ,2   ,8   ,8   
PAEONIA, Paeonia, Peony\851
851 ,23  ,30  ,120 ,96  
PALLADIUM, Palladium, The Metal\852
852 ,32  ,34  ,142 ,138 
PAMBOTANO, Pambotano, a Mexican remedy\853
853 ,2   ,2   ,8   ,8   
PANCREATINUM, Pancreatinum, a Combination of Several Enzymes\854
854 ,2   ,2   ,8   ,8   
PARAFFINE, Paraffine, Purified Paraffin\855
855 ,30  ,33  ,131 ,119 
PAREIRA BRAVA, Pareira Brava - Chondrodendron Tomentosum, Virgin-Vine\856
856 ,13  ,18  ,64  ,52  
PARIETARIA, Parietaria\857
857 ,2   ,2   ,10  ,10  
PARIS QUADRIFOLIA, Paris Quadrifolia, One-Berry\858
858 ,32  ,40  ,162 ,130 
PARTHENIUM, Parthenium - Excoba Amargo, Bitter-Broom\859
859 ,18  ,18  ,73  ,73  
PARTID, Parotidinium, Mumps Bacteria*\860
860 ,1   ,1   ,4   ,4   
PASSIFLORA INC., Passiflora Incarnata, Passion-Flower\861
861 ,31  ,34  ,141 ,129 
PASTINACA, Pastinaca, Parsnip\862
862 ,4   ,4   ,24  ,24  
PAULLINIA SORB., Paullinia Sorbilis, Guarana\863
863 ,8   ,8   ,34  ,34  
PECTEN - Scallop [Aragallus]\864
864 ,6   ,6   ,25  ,25  
PEDICULARIS CANADENSIS, Pedicularis Canadensis\865
865 ,2   ,2   ,8   ,8   
PEDICULUS, Pediculus, Head-Louse\866
866 ,5   ,5   ,20  ,20  
PELIUS BERUS, Pelius Berus, Adder\867
867 ,14  ,14  ,58  ,58  
PELLETIERINE, Pelletierine\868
868 ,1   ,1   ,4   ,4   
PENTHORUM, Penthorum, Virginia Stonecrop\869
869 ,13  ,13  ,52  ,52  
PEPSINUM, Pepsinum\870
870 ,6   ,6   ,23  ,23  
PERIPLOCA GRACA, Periplocia Graca, One of the Asclepiades\871
871 ,0   ,0   ,0   ,0   
PERTUS, Pertussin, Whooping Cough Bacteria (Coqueluchin)*\872
872 ,3   ,3   ,12  ,12  
PETIVERIA, Petiveria, a South American Plant\873
873 ,3   ,3   ,12  ,12  
PETR, Petroleum, Coal Oil (Crude Rock-Oil)*\874
874 ,96  ,105 ,428 ,397 
