ABIS CAN, Abis Canadensis-Pinus Canadensis, Hemlock Spruce\1
291 ,3   ,3   ,12  ,12  
CHININ SULPH, Chininum Sulphuricum, Sulphite of Quinine\292
292 ,37  ,40  ,160 ,148 
CHIONANTHUS, Chionanthus, Fringe-tree\293
293 ,28  ,33  ,134 ,114 
CHLORALUM, Chloralum, Chloral Hydrate\294
294 ,34  ,40  ,164 ,144 
CHLOROFORMUM, Chloroformum, Chloroform\295
295 ,20  ,20  ,82  ,82  
CHLORUM, Chlorum, Chlorine Gas in Water\296
296 ,15  ,20  ,80  ,64  
CHOLAS TERRAPINA, Cholas Terrapina\297
297 ,2   ,2   ,8   ,8   
CHOLESTERINUM, Cholesterinum, Cholesterine - The Proximate Principle.  Furnished by the Epithelium Lining of Gall Bladder and the Larger Ducts\298
298 ,7   ,7   ,28  ,28  
CHOLINE, Choline\299
299 ,1   ,1   ,4   ,4   
CHOLOS TERRAPINA, Cholos Terrapina\300
300 ,1   ,1   ,4   ,4   
CHROMICUM AC, Chromicum Acidum, Chromic Acid\301
301 ,19  ,19  ,76  ,76  
CHROMICUM SULPH, Chromicum Sulphate, Chromium Sulphate\302
302 ,8   ,8   ,32  ,32  
CHRYSANTHEMUM LEUCANTHEMUM, Chrysanthemum Leucanthemum, Ox-Eye Daisy\303
303 ,6   ,6   ,26  ,26  
CHRYSAROBIN, Chrysarobinum, Goa Powder - Andira Araroba\304
304 ,15  ,15  ,62  ,62  
CICER ARIETINUM, Cicer Arietinum, Chick-Pea\305
305 ,3   ,3   ,12  ,12  
CICUTA MAC, Cicuta Maculata, Water Hemlock\306
306 ,6   ,6   ,24  ,24  
CICUTA VIR., Cicuta Virosa, Water Hemlock\307
307 ,73  ,73  ,308 ,308 
CIMIC, Cimicufuga Racemosa, Black Snakeroot*\308
308 ,0   ,0   ,0   ,0   
CIN-A, Cina, Worm Seed*\309
309 ,3   ,3   ,12  ,12  
CIMEX, Cimex-Acanthia, Bedbug\310
310 ,18  ,18  ,74  ,74  
CIMICIF PANAEA, Cimicif. Panaea Arvensis, Poor Man's Mercury\311
311 ,1   ,1   ,4   ,4   
CIMICIFUGA RACEMOSA, Cimicifuga Racemosa - (Actaea Racemosa) (Macrotys), Black Snake-root\312
312 ,68  ,72  ,290 ,282 
CINA, Cina, Worm Seed\313
313 ,77  ,78  ,316 ,313 
CHINA, Cinchona Officinalis, Peruvian Bark or Cinchona*\314
314 ,163 ,166 ,688 ,673 
CINERARIA, Cineraria, Dusty Miller\315
315 ,3   ,4   ,16  ,12  
CINNABARIS, Cinnabaris - Mercurius Sulphuratus Ruber, Mercuric Sulphide\316
316 ,27  ,29  ,115 ,107 
CINNAMONUM, Cinnamonum, Cinnamon\317
317 ,18  ,18  ,72  ,72  
CISTUS, Cistus Canadensis, Rock Rose\318
318 ,59  ,63  ,251 ,236 
CITRIC ACID, Citric Acid\319
319 ,6   ,6   ,24  ,24  
CITRUS DECUMANA, Citrus Decumana, Grape Fruit\320
320 ,3   ,3   ,12  ,12  
CITRUS LIMONUM, Citrus Limonum\321
321 ,4   ,4   ,16  ,16  
CITRUS VULGARIS, Citrus Vulgaris, Bitter Orange\322
322 ,5   ,5   ,20  ,20  
CLEMATIS ERECTA, Clematis Erecta, Virgin's Bower\323
323 ,48  ,56  ,215 ,191 
CLEMATIS VITALBA, Clematis Vitalba\324
324 ,2   ,2   ,8   ,8   
COBALTUM, Cobaltum, The Metal Cobalt\325
325 ,31  ,31  ,130 ,130 
COCA, Erythroxylon Coca, The Divine Plant of the Incas\326
326 ,41  ,41  ,175 ,175 
COCAINA, Cocaina, Cocaine (An Alkaloid from Erythroxylon Coca)\327
327 ,29  ,29  ,136 ,136 
COCCINELLA, Coccinella Septempunctata, Lady Bug\328
328 ,19  ,19  ,78  ,78  
COCC, Coccus Cacti, Cochineal Insect*\329
329 ,44  ,44  ,179 ,179 
COC-I, Cocculus, Cocculus Indicus (Indian Cockle)*\330
330 ,114 ,117 ,502 ,491 
COCCUS TERPIN HYDRAT, Coccus. Terpin. Hydrat.\331
331 ,3   ,3   ,12  ,12  
COCHLEARIA, Cochlearia Armoracia - Armoracia Sativa, Horse-Radish\332
332 ,34  ,35  ,144 ,140 
CODEINUM, Codeinum, Codeine (An Alkaloid from Opium)\333
333 ,15  ,16  ,64  ,60  
COFF, Coffea Cruda, Coffee (unroasted)*\334
334 ,56  ,59  ,253 ,243 
COLCHICINE, Colchicine\335
335 ,7   ,7   ,28  ,28  
COLCH, Colchicum Automnale, Meadow Saffron*\336
336 ,81  ,83  ,334 ,326 
COLLINSONIA, Collinsonia Canadensis, Stone-Root\337
337 ,44  ,49  ,200 ,180 
COLOC, Colocynthis, Squirting (or Bitter) Cucumber*\338
338 ,87  ,97  ,413 ,365 
COLOSTRUM, Colostrum\339
339 ,3   ,3   ,12  ,12  
COMOCLADIA, Comocladia Dentata, Guao\340
340 ,28  ,34  ,137 ,113 
CONCH, Conchiolinum - Mater Perlarum, Mother of Pearl\341
341 ,3   ,3   ,12  ,12  
CONDURANGO, Condurango, Condor Plant\342
342 ,16  ,19  ,76  ,64  
CON, Conium Maculatum, Poison Hemlock*\343
343 ,113 ,125 ,526 ,480 
CONVALLARIA, Convallaria Majalis, Lily of the valley\344
344 ,52  ,60  ,247 ,215 
CONVOLVULUS, Convolvulus\345
345 ,2   ,2   ,8   ,8   
COPAIVA, Copaiva, Balsam of Copaiva\346
346 ,37  ,50  ,199 ,147 
CORR, Corallium Rubrum, Red Coral*\347
347 ,38  ,46  ,181 ,153 
CORALLORHIZA, Corallorhiza, Crawley Root\348
348 ,7   ,7   ,29  ,29  
CORNUS ALTERNIFOLIA, Cornus Alternifolia, Swamp Walnut\349
349 ,7   ,7   ,30  ,30  
CORNUS CIRCINATA, Cornus Circinata, Round-leaved Dogwood\350
350 ,12  ,12  ,48  ,48  
CORNUS FLORIDA, Cornus Florida\351
351 ,7   ,7   ,28  ,28  
CORYDALIS, Corydalis (Dicentra Canadensis), Turkey-Pea\352
352 ,11  ,11  ,44  ,44  
COTO, Coto, Para-coto Bark\353
353 ,4   ,4   ,16  ,16  
COTYLEDON, Cotyledon, Pennywort\354
354 ,23  ,24  ,103 ,99  
CRATAEGUS, Crataegus, Hawthorn Berries\355
355 ,44  ,44  ,187 ,187 
CROC, Crocus Sativus, Saffron*\356
356 ,58  ,59  ,250 ,246 
CROT-CAS, Crotalus Cascavella, Brazillian Rattlesnake Venum*\357
357 ,5   ,5   ,20  ,20  
CROT-H, Crotalus Horridus, Rattlesnake Venum*\358
358 ,130 ,130 ,540 ,540 
CROTON, Croton Tiglium, Croton Oil Seed*\359
359 ,35  ,46  ,175 ,137 
CUBEBA, Cubeba, Cubebs\360
360 ,12  ,12  ,48  ,48  
CUCURBITA PEPO, Cucurbita Pepo, Pumpkin Seed\361
361 ,4   ,4   ,16  ,16  
CUCURBITA CITRULLUS, Cucurbita Citrullus, Seeds of Watermelon\362
362 ,3   ,3   ,12  ,12  
CULEX, Culex\363
363 ,1   ,1   ,4   ,4   
CUMARINUM, Cumarinum\364
364 ,1   ,1   ,4   ,4   
CUPHEA, Cuphea, Flux-Weed\365
365 ,5   ,5   ,20  ,20  
CUPRESSUS AUSTRALIS, Cupressus Australis\366
366 ,4   ,4   ,16  ,16  
CUPRESSUS LAWSONIANA, Cupressus Lawsoniana\367
367 ,1   ,1   ,4   ,4   
CUPRUM ACETICUM, Cuprum Aceticum, Acetate of Copper\368
368 ,31  ,31  ,130 ,130 
CUPRUM ARSENITUM, Cuprum Arsenitum, Arsenite of Copper - Scheele's Green\369
369 ,44  ,44  ,178 ,178 
CUPR, Cuprum Metallicum, Copper*\370
370 ,80  ,89  ,354 ,326 
CUPA, Cuprum Arsenicosum, Copper Arsenite*\371
371 ,2   ,2   ,8   ,8   
CUPR CYAN, Cuprum Cyanide\372
372 ,1   ,1   ,4   ,4   
CUPR OXY NIG, Cuprum Oxydatum Nigrum\373
373 ,3   ,3   ,12  ,12  
CUPR SULPH, Cuprum Sulphate\374
374 ,4   ,4   ,16  ,16  
CURARE, Curare-Woorari, Arrow-poison\375
375 ,56  ,56  ,231 ,231 
CYCL, Cyclamen Europaeum, Sow Bread*\376
376 ,51  ,51  ,214 ,214 
CYDONIA VUL, Cydonia Vulgaris, Quince\377
377 ,2   ,2   ,8   ,8   
CYNANCHUM, Cynanchum\378
378 ,4   ,4   ,16  ,16  
CYPRIPEDIUM, Cypripedium, Yellow Lady-s Slipper\379
379 ,8   ,9   ,38  ,34  
CYSTISM, Cystism, Cystine\380
380 ,1   ,1   ,4   ,4   
DAPHNE, Daphne Indica, Spurge Laurel\381
381 ,20  ,20  ,86  ,86  
DATURA ARBOREA, Datura Arborea, Bougmancia Candida\382
382 ,6   ,6   ,26  ,26  
DERRIS, Derris Pinnata\383
383 ,1   ,1   ,4   ,4   
DICTAMNUS, Dictamnus, Burning Bush\384
384 ,5   ,5   ,20  ,20  
DIG, Digitalis Purpurea, Foxglove*\385
385 ,124 ,127 ,514 ,502 
DIGITOXINUM, Digitoxinum\386
386 ,2   ,2   ,8   ,8   
DIOSCOREA VILLOSA, Dioscorea Villosa, Wild Yam\387
387 ,51  ,61  ,236 ,208 
DIOSMA LINCARIS, Diosma Lincaris, Buku - from Cape of Good Hope\388
388 ,25  ,25  ,106 ,106 
DIPHTHERINUM, Diphtherinum, Potentized Diphtheritic Virus\389
389 ,13  ,15  ,60  ,52  
DIPHTHEROTOXIN, Diphtherotixin, Cahis\390
390 ,3   ,3   ,12  ,12  
DIPODIUM, Dipodium Punctatum\391
391 ,3   ,3   ,12  ,12  
DIRCA PALUSTRIS, Dirca Palustris, Leather Wood\392
392 ,5   ,5   ,20  ,20  
DOLICHOS PURIENS, Dolichos Puriens-Mucuna, Cowhage\393
393 ,17  ,21  ,82  ,70  
DORYPHORA, Doryphora, Colorado Potato-bug\394
394 ,10  ,10  ,40  ,40  
DROS, Drosera Rotundfolia, Sundew*\395
395 ,47  ,52  ,205 ,189 
DUBOISIA, Duboisia, Corkwood Elm\396
396 ,23  ,28  ,110 ,94  
DULC, Dulcamara, Bittersweet or Woody Nightshade*\397
397 ,117 ,128 ,518 ,474 
ECHIN, Echinacea Angustifolia - Rudbeckia, Purple Coneflower*\398
398 ,60  ,60  ,241 ,241 
EEL SERUM, Eel Serum\399
399 ,3   ,3   ,12  ,12  
EGG VACCINE, Egg Vaccine for Asthma\400
400 ,1   ,2   ,8   ,4   
ELAIS, Elais, South American Palm\401
401 ,5   ,5   ,20  ,20  
ELAPS CORALLINUS, Elaps Corallinus, Coral-snake\402
402 ,72  ,79  ,322 ,302 
ELATERIUM, Elaterium-Ecbalium, Squirting Cucumber\403
403 ,25  ,27  ,104 ,100 
ELECTRICITAS, Electricitas, Sugar of Milk Saturated With the Current\404
404 ,7   ,7   ,34  ,34  
ELEMUY, Elemuy Gauteria\405
405 ,3   ,3   ,12  ,12  
EMETINE, Emetine, Principal Alkaloid of Ipecac\406
406 ,6   ,8   ,32  ,24  
ENOTHERA, Enothera, Evening Primrose\407
407 ,4   ,4   ,16  ,16  
EOSIN, Eosin\408
408 ,6   ,6   ,24  ,24  
EPHEDRA, Ephedra, Teamster's Tea\409
409 ,2   ,2   ,8   ,8   
EPIGEA, Epigea Repens, Trailing Arbutus\410
410 ,8   ,8   ,32  ,32  
EPILOBIUM, Epilobium, Willow Herb\411
411 ,3   ,3   ,12  ,12  
EPIPHEGUS, Epiphegus - Orobanche, Beechdrop\412
412 ,12  ,13  ,48  ,48  
EQUISETUM, Equisetum, Scouring Rush*\413
413 ,21  ,22  ,83  ,83  
ERECHTHITES, Erechthites, Fire-weed\414
414 ,6   ,6   ,24  ,24  
ERGOTIN, Ergotin\415
415 ,6   ,6   ,24  ,24  
ERIGERON, Erigeron - Leptilon Canadense, Fleabane\416
416 ,12  ,12  ,49  ,49  
ERIODICTYON, Eriodictyon, Yerba Santa\417
417 ,19  ,19  ,76  ,76  
ERODIUM, Erodium, Hemlock - Stork's bill\418
418 ,2   ,2   ,8   ,8   
ERYNGIUM, Eryngium Aquaticum, Button Snake-root\419
419 ,16  ,16  ,64  ,64  
ERYTHRINUS, Erythrinus, South American Red Mullet Fish\420
420 ,4   ,4   ,16  ,16  
ESCHSCHOLTZIA, Eschscholtzia Californica, California Poppy\421
421 ,5   ,5   ,20  ,20  
ESCULUS, Esculus glabra, Ohio-Buckeye Proctitis\422
422 ,4   ,4   ,16  ,16  
ESERIN SALICYLATE, Eserin Salicylate\423
423 ,2   ,2   ,8   ,8   
ESERINE, Eserine, the Alkaloid of Physostigma\424
424 ,8   ,8   ,32  ,32  
ESTRUS CAMELI, Estrus Cameli\425
425 ,1   ,1   ,4   ,4   
ETHER, Ether\426
426 ,1   ,1   ,4   ,4   
ETHIOPA, Ethiopa Antimonalis\427
427 ,6   ,6   ,24  ,24  
ETHUSA, Ethusa\428
428 ,0   ,0   ,0   ,0   
EUCALYPTOL, Eucalyptol\429
429 ,0   ,0   ,0   ,0   
EUCALYPTUS, Eucalyptus Globulus, Blue Gum-tree (Fever tree)*\430
430 ,80  ,86  ,346 ,322 
EUCAL-R, Eucalyptus Rostrata\431
431 ,1   ,1   ,4   ,4   
EUGENIA CHEKUN, Eugenia Chekun - Myrtus Chekan\432
432 ,1   ,1   ,4   ,4   
EUGENIA JAMBOS, Eugenia Jambos - Jambosa Vulgaris, Rose-apple\433
433 ,11  ,11  ,46  ,46  
EUONYMUS ATROPURPUREA, Euonymus Atropurpurea, Wahoo. Burning Bush\434
434 ,42  ,43  ,182 ,177 
EUONYMUS EUROPAA, Euonymus Europaa, Spindle-tree\435
435 ,5   ,5   ,20  ,20  
EUP AROM, Eupatorium Aromaticum, Pool-root\436
436 ,9   ,9   ,40  ,40  
EUP, Eupatorium Perfoliatum, Boneset or Thoroughwort*\437
437 ,62  ,68  ,274 ,252 
EUPATORIUM, Eupatorium Purpureum, Queen of the Meadow\438
438 ,29  ,37  ,149 ,117 
EUPHORBIA AMYG., Euphorbia Amygdaloides, Wood Spurge\439
439 ,5   ,5   ,22  ,22  
EUPHORBIA COR, Euphorbia Corollata, Large Flowering Spurge\440
440 ,4   ,4   ,16  ,16  
EUPHORBIA HYPER, Euphorbia Hypericifolia, Garden Spurge\441
441 ,3   ,3   ,12  ,12  
EUPHORBIA LATH, Euphorbia Lathyris, Gopher-Plant (Caper Spurge)\442
442 ,40  ,42  ,169 ,161 
EUPHORBIA MARG, Euphorbia Marginata, Snow on the Mountain\443
443 ,2   ,2   ,8   ,8   
EUPHORBIA PIL, Euphorbia Pilulifera, Pillbearing Spurge\444
444 ,7   ,7   ,28  ,28  
EUPHORBIA PROSTATA, Euphorbia Prostata\445
445 ,3   ,6   ,24  ,12  
EUPHORBIUM, Euphorbium, Spurge - The Resinous Juice of Euphorbia Resinifera\446
446 ,34  ,44  ,180 ,140 
EUPHR, Euphrasia Officinalis, Eyebright*\447
447 ,73  ,81  ,322 ,298 
EUPION, Eupion, Wood-tar distillation\448
448 ,23  ,28  ,108 ,93  
FABIANA, Fabiana Imbricata, Pichi\449
449 ,17  ,17  ,68  ,68  
FAGOPYRUM, Fagopyrum, Buckwheat\450
450 ,49  ,52  ,213 ,201 
FAGUS, Fagus - Beechnuts\451
451 ,3   ,3   ,14  ,14  
FASCHINA, Faschina, coloring substance used in adulteration of wine\452
452 ,6   ,6   ,24  ,24  
FEL TAURI, Fel Tauri, Ox-gall\453
453 ,9   ,11  ,44  ,36  
FERR-ACET, Ferrum Aceticum\454
454 ,11  ,11  ,44  ,44  
FERR-ARS, Ferrum Arsenicum\455
455 ,8   ,8   ,32  ,32  
FERR-BROM, Ferrum Bromatum\456
456 ,3   ,3   ,12  ,12  
FERR-CIT, Ferrum Citricum\457
457 ,3   ,3   ,12  ,12  
FERR-CYAN, Ferrum Cyanatum\458
458 ,6   ,6   ,24  ,24  
FERR-IOD, Ferrum Iodatum\459
459 ,30  ,33  ,130 ,118 
FERR-MAG, Ferrum Magneticum, Loadstone\460
460 ,8   ,9   ,36  ,32  
FERR-MET, Ferrum Metallicum, Iron*\461
461 ,82  ,83  ,338 ,338 
FERR-MUR, Ferrum Muriaticum\462
462 ,12  ,12  ,47  ,47  
FERR-PERNIT, Ferrum Pernitricum\463
463 ,1   ,1   ,4   ,4   
FER-PHOS, Ferrum Phosphaticum, Ferric Phosphate*\464
464 ,125 ,130 ,530 ,514 
FERR-PIC, Ferrum Picricum, Picrate of Iron\465
465 ,27  ,28  ,112 ,108 
FERR-PROT, Ferrum Protoxalatum\466
466 ,1   ,1   ,4   ,4   
FERR-PYRO, Ferrum Phrophosph\467
467 ,2   ,2   ,8   ,8   
FERR-SULPH, Ferrum Sulphuricum\468
468 ,8   ,8   ,32  ,32  
FERR-TAR, Ferrum Tartaricum\469
469 ,2   ,2   ,8   ,8   
FERULA GLAUCA, Ferula Glauca\470
470 ,2   ,2   ,7   ,7   
FICUS CAR., Ficus Carica, Fig\471
471 ,1   ,1   ,4   ,4   
FICS, Ficus Religiosa, Pakur or Ashwathya (from India)*\472
472 ,16  ,22  ,90  ,66  
FICUS VENOSA, Ficus Venosa, Pakur\473
473 ,6   ,6   ,24  ,24  
FILIX MAS, Filix Mas - Aspidium, Male Fern\474
474 ,13  ,16  ,63  ,51  
FLAC or FLUORICUM ACIDUM, Fluoric Acid, Hydrofluoric Acid*\475
475 ,78  ,79  ,328 ,324 
FLUOROFORM, Fluoroform\476
476 ,1   ,1   ,4   ,4   
FORMALIN, Formalin, Aqueous Solution (35 per cent) of Formaldehyde Gas\477
477 ,26  ,29  ,120 ,108 
FORMIC AC, Formic Acid\478
478 ,17  ,17  ,68  ,68  
FORM-R, Formica Rufa (Myrmexine), Crushed Live Ants*\479
479 ,58  ,63  ,251 ,239 
FRAGARIA, Fragaria, Wood-Strawberry\480
480 ,9   ,9   ,37  ,37  
FRANCISCEA, Franciscea, Manaca\481
481 ,8   ,8   ,32  ,32  
FRAXINUS AMERICANA, Fraxinus Americana, White Ash\482
482 ,14  ,14  ,58  ,58  
FRAXINUS EXCELSIOR, Fraxinus Excelsior, European Ash\483
483 ,2   ,2   ,8   ,8   
FULIGO LIGNI, Fuligo Ligni, Soot\484
484 ,11  ,11  ,46  ,46  
FUCUS VESICULOSUS, Fucus Vesiculosus, Sea Kelp\485
485 ,9   ,12  ,47  ,35  
FUCHSINA MAGENTA, Fuchsina - Magenta, A Coloring Substance Used in Adulteration of Wine\486
486 ,9   ,10  ,40  ,36  
GADUS MORRBUA, Gadus Morrbua, Cod\487
487 ,4   ,4   ,16  ,16  
GALANTHUS NIVALIS, Galanthus Nivalis, Snow-drop\488
488 ,9   ,10  ,40  ,36  
GALEGA, Galega, Goat's Rue\489
489 ,3   ,3   ,12  ,12  
GALIUM, Galium Aparine, Goose-Grass\490
490 ,10  ,10  ,40  ,40  
GALLICUM ACIDUM, Gallicum Acidum, Gallic Acid\491
491 ,22  ,23  ,98  ,94  
GAMBOGIA, Gambogia - Garcinia Morella, Gummi Gutti\492
492 ,16  ,16  ,63  ,63  
GAULTHERIA, Gaultheria, Wintergreen\493
493 ,14  ,14  ,56  ,56  
GELATIN, Gelatin\494
494 ,0   ,0   ,0   ,0   
GELLS, Gelsemium Sempervirens, Yellow Jasmine*\495
495 ,204 ,212 ,898 ,870 
GENISTA, Genista, Dyer's Weed\496
496 ,4   ,5   ,20  ,16  
GENTIANA CRUCIATA, Gentiana Cruciata\497
497 ,10  ,10  ,40  ,40  
GENTIANA LUTEA, Gentiana Lutea, Yellow Gentian\498
498 ,10  ,13  ,52  ,40  
GENTIANA QUINQUE, Gentiana Quinque Flora\499
499 ,4   ,4   ,16  ,16  
GERANIN, Geranin\500
500 ,1   ,1   ,4   ,4   
GERANIUM, Geranium Maculatum, Crane's-bill\501
501 ,18  ,18  ,71  ,71  
GETTYSBURG WATER, Gettysburg Water\502
502 ,14  ,14  ,56  ,56  
GEUM, Geum, Water-Avens\503
503 ,4   ,4   ,16  ,16  
GINSENG, Ginseng, Aralia Quinquefolia - Wild Ginseng - Panax\504
504 ,31  ,31  ,124 ,124 
GLECHOMA HEDERACEA, Glechoma Hederacea, Ground Ivy\505
505 ,5   ,5   ,20  ,20  
GLON, Glonine, Nitroglycerine or Spirits Glycerinus Nitrate*\506
506 ,84  ,89  ,359 ,339 
GLYCERINUM, Glycerinum, Glycerine\507
507 ,21  ,25  ,100 ,84  
GNAPHALIUM, Gnaphalium, Cud-Weed - Old Balsam\508
508 ,21  ,23  ,92  ,84  
GOLONDRINA, Golondrina, Euphorbia Polycarpa\509
509 ,1   ,1   ,5   ,5   
GOSSYPIUM, Gossypium, Cotton-plant\510
510 ,14  ,14  ,56  ,56  
GRANATUM, Granatum, Pomegranate\511
511 ,23  ,23  ,92  ,92  
GRAPH, Graphites (Plumbago), Black Lead*\512
512 ,142 ,151 ,613 ,581 
GRATIOLA, Gratiola, Hedge Hyssop\513
513 ,28  ,32  ,139 ,118 
GRINDELIA, Grindelia, Rosin-Wood\514
514 ,33  ,36  ,139 ,131 
GUACO, Guaco, Mikania, Climbing Hemp Weed\515
515 ,28  ,30  ,120 ,112 
GUAIACOL, Guaiacol\516
516 ,2   ,2   ,8   ,8   
GUAIACUM, Guaiacum, Resin of Lignum Vitae\517
517 ,65  ,70  ,285 ,265 
GUANO, Guano\518
518 ,6   ,6   ,24  ,24  
GUAREA, Guarea, Ballwood\519
519 ,11  ,13  ,52  ,44  
GUN POWDER, Gun Powder, Nitre with Sulphur and Charcoal\520
520 ,4   ,4   ,16  ,16  
GYMNEMA, Gymnema Sylvestre\521
521 ,2   ,2   ,9   ,9   
GYMNOCLADUS, Gymnocladus, American Coffee-tree\522
522 ,12  ,12  ,50  ,50  
HAEMATOXYLON, Haematoxylon, Logwood\523
523 ,16  ,19  ,76  ,64  
HAM, Hamamelis Virginica, Witch Hazel*\524
524 ,77  ,82  ,330 ,310 
HEDEOMA, Hedeoma, Pennyroyal\525
525 ,26  ,29  ,120 ,106 
HEDERA, Hedera, Ivy\526
526 ,2   ,2   ,10  ,10  
HEDERA HELIX, Hedera Helix, Common Ivy\527
527 ,5   ,5   ,22  ,22  
HEDYSARUM, Hedysarum, Brazilian Burdock\528
528 ,2   ,2   ,8   ,8   
HEKLA LAVA, Hekla Lava, Lava Scoriae from Mt. Hecla\529
529 ,17  ,21  ,84  ,68  
HELIOTROPIUM, Heliotropium\530
530 ,2   ,2   ,8   ,8   
HELIX TOSTA, Helix Tosta, Snail\531
531 ,3   ,3   ,12  ,12  
HELLEBOR., Helleborus, Snow-Rose\532
532 ,67  ,68  ,283 ,279 
HELLEBOR. FATIDUS, Helleborus Fatidus or Polymnia, Bear-s Foot\533
533 ,7   ,8   ,32  ,28  
HELLEBOR. ORIENTALIS, Helleborus Orientalis\534
534 ,1   ,1   ,4   ,4   
HELIANTHUS, Helianthus, Sunflower\535
535 ,15  ,18  ,73  ,61  
HELMINTOCHORTOS, Helmintochortos, Worm-moss\536
536 ,2   ,2   ,8   ,8   
HELODERMA, Heloderma, Gila Monster\537
537 ,30  ,30  ,119 ,119 
HELONIAS, Helonias - Chamaelirium, Unicorn-root\538
538 ,40  ,43  ,176 ,172 
HENCHERA, Henchera, Alum Root\539
539 ,3   ,3   ,12  ,12  
HEP, Hepar Sulphuris Calcereum, Sulphuret of Lime (Hahnemann's Calcium Sulphide)*\540
540 ,206 ,210 ,827 ,817 
HEPATICA, Hepatica, Liver-Wort\541
541 ,6   ,6   ,24  ,24  
HERACLEUM, Heracleum-Branca Ursina, Hogweed\542
542 ,11  ,11  ,44  ,44  
HERPES FACIALIS, Herpes Facialis\543
543 ,3   ,3   ,12  ,12  
HIPPOMANES, Hippomanes, A Meconium Deposit out of the Amniotic Fluid taken from the Colt\544
544 ,11  ,11  ,44  ,44  
HIPPOZAENIUM, Hippozaenium, Gladerine-mallein-Farcine\545
545 ,31  ,31  ,124 ,124 
HIPPURIC ACID, Hippuric Acid\546
546 ,16  ,16  ,63  ,63  
HOANG NAN, Hoang Nan - Strychnos Gaultheriana, Tropical Bind-weed\547
547 ,12  ,12  ,48  ,48  
HOANG NAN ATOXYL, Hoang Nan. Atoxyl., Sodium Arseniate\548
548 ,2   ,2   ,8   ,8   
HOITZIA, Hoitzia\549
549 ,6   ,6   ,24  ,24  
HOMARUS, Homarus, Digestive Fluid of Live Lobster\550
550 ,11  ,11  ,44  ,44  
HURA BRAZILIENSIS, Hura Braziliensis, Assacu\551
551 ,7   ,7   ,28  ,28  
HYDRANGEA, Hydrangea, Seven-Barks\552
552 ,13  ,13  ,52  ,52  
HYDRASTIN MUR., Hydrastinum Muriaticum, Muriate of Hydrastia\553
553 ,7   ,7   ,28  ,28  
HYDRASTIN SULPH, Hydrastinum Sulph\554
554 ,1   ,1   ,4   ,4   
HYDRASTIS, Hydrastis, Goldenseal*\555
555 ,79  ,83  ,331 ,315 
HYDROBROMIC AC, Hydrobromic Acid\556
556 ,9   ,9   ,36  ,36  
HYDROCOTYLE, Hydrocotyle, Indian Pennywort\557
557 ,25  ,28  ,112 ,100 
HYDROCYANIC ACID, Hydrocyanic Acid, Prussic Acid\558
558 ,44  ,44  ,185 ,185 
HYDROPHOBINUM, Hydrophobinum, Lyssin - Saliva of Rabid Dog\559
559 ,29  ,29  ,123 ,123 
HYDROPHYLLUM, Hydrophyllum, Burr-flower\560
560 ,4   ,4   ,16  ,16  
HYOS HYDROBROM, Hyoscyamos Hydrobromide, Scopolamine Hydrobromide\561
561 ,7   ,7   ,28  ,28  
HYOS, Hyoscyamos Niger, Henbane*\562
562 ,102 ,102 ,432 ,432 
HYPER, Hypericum Perforatum, St. John's Wort*\563
563 ,92  ,93  ,392 ,388 
IBERIS, Iberis, Bitter Candytuft\564
564 ,35  ,35  ,147 ,147 
ICHTHYOLUM, Ichthyolum, A Combination of Sulphonated Hydrocarbons; a Fossil Product of Complex Structure found in Tyrol, supposed to be Fish Deposits, contains 10% Sulphur.\565
565 ,47  ,47  ,194 ,194 
ICHTHYOTOXIN, Ichthyotoxin, Eel Serum\566
566 ,10  ,10  ,40  ,40  
IGN, Ignatia Amara, St. Ignatius Bean*\567
567 ,139 ,142 ,635 ,620 
ILLECEBRUM, Illecebrum\568
568 ,3   ,3   ,12  ,12  
ILLICIUM, Illicium, Anise\569
569 ,16  ,17  ,64  ,64  
ILEX AQUIFOLIUM, Ilex Aquifolium, American Holly\570
570 ,9   ,9   ,35  ,35  
ILEX CASSINE, Ilex Cassine, Christmas Berry Tea\571
571 ,0   ,0   ,0   ,0   
ILEX PARAGUAYENSIS, Ilex Paraguayensis, Yerba Mate\572
572 ,13  ,13  ,53  ,53  
ILEX VOMITORIA, Ilex Vomitoria, Yaupon\573
573 ,2   ,2   ,8   ,8   
INDIGO, Indigo, Indigo - Dye-Stuff\574
574 ,43  ,43  ,182 ,182 
INDIUM, Indium, The Metal Indium\575
575 ,23  ,23  ,91  ,91  
INDOFORM, Indoform\576
576 ,1   ,1   ,5   ,5   
INDOL, Indol, A Crystalline Compound Derivable from Indigo, but also a product of Putrefaction of Proteids\577
577 ,19  ,19  ,77  ,77  
INGLUVIN, Ingluvin, Made from Gizzard of a Fowl\578
578 ,4   ,4   ,16  ,16  
INSULIN, Insulin, An Active Principle from the Pancreas Which Affects Sugar Metabolism\579
579 ,7   ,7   ,28  ,28  
INULA, Inula, Scabwort\580
580 ,27  ,29  ,113 ,105 
IODOFORMUM, Iodoformum, Iodoform\581
581 ,26  ,27  ,110 ,106 
IODOTHYRINE, Iodothyrine\582
582 ,1   ,1   ,4   ,4   
IOD, Iodum, Iodine*\583
583 ,153 ,157 ,637 ,629 
IONESIA ASOCA, Ionesia Asoca, Saraca Indica\584
584 ,3   ,3   ,11  ,11  
