miserable abject, wretched
miserably wretchedly
misery wretchedness
misgiving qualmishness
mixture colloid
mobility motility
moist eczema
moistening maceration
mole nevus
moles neva
monomaniac mono-maniac
morbus pemphigus, pemphigus, pertussis, rhachitis, rickets, jaundiced, icterus, jaundices, werlhoff's, werlhoffii, whooping, whooping-cough, jaundice
morose pessimistic
morphoea scleroderma
moth chloasmata, moth-spots, liver-spots, chloasma
motivated impelled
motivating impelling
mound mons
mournful lamenting
mourning pining
mouth os
moveable motility
mucopurulent muco-purulent
mucopus muco-pus
mucous catarrhal, schneiderian, catarrhs, catarrh
mucularis thompson's, tiegel's
mucus phlegm
muddy turbid
multiple polyneuritis
muscle masseter
muscles pectoral, sinews
mushy pappy
mute dumb, speechless
muteness speechlessness
mutism mutinism
myopic short-sighted, near-sighted
myotonia thompson's, tiegel's
naeva neva
naevus nevus
napping nodding
narcotic soporific
narrowing stenosis
nasal coryza, turbinate
naso-pharyngitis nasopharyngitis
nasopharyngeal naso-pharyngeal
nasopharynx naso-pharynx
nausea qualmishness
navel umbilicus
near myopia, myopic
near-sighted short-sighted, myopic
near-sightedness myopia
nearness presence
nearsighted dim-sighted, near-sighted, short-sighted
nebulous indistinct
neck nape, cervical
negligent lax
nematode elephantiasis
nephritic nephritis
nephritis bright's, nephritic
nerve neuralgias, pneumo-gastric, ganglia, neuroma, neuralgia
nerves ganglion
nervosa sciatica
nervous agitated, panicky, neurotic, neurotics
nervousness neuroses, neurosis
nettle nettle-rash
neuralgia prosopalgia, faceache, trigeminal
neuritis polyneuritis
newborn neonatorum
night nightmares, nightmare, nightmare, night-terrors, nightmares, night-blindness, night-terrors, nocturnal
night-terrors nightmares, nightmare
nightmare night-terrors
nightsweat night-sweat
nightsweats night-sweats
noctambulism somnambulism
nocturnus nightmare, night-terrors, nightmares
node exostosis
nodes exostoses
nodule excrescences
non-cancerous benign
noon midday
nose snuffles, nasal
nosebleed epistaxis
noses nasae, nasi
nostrils nares
not incomplete, absent
numb benumbed
numbing benumbing
numbness torpor
nutritional alimentary
nymphomania erotomania
obese corpulent
obesity corpulency
oblique sideways, sidewise, lateral
obscene lewd
obscure indistinct
observant perceptive
observe perceive
observed perceived
obstinate intractable, uncompromising
obstipitas torticollis, wry, wry
obstipum torticollis, wry
obstructed snuffles
obstructive snuffles
occasional infrequent
ocher-red ochre-red
of asystolia, occipital, corneitis, lyssophobia, photophobia, commissures, oliguria, polyuria, anaphrodisia, anthropophobia, coprophagia, alopecia, lyssophobia, pyemia, dyspnea, above, lectophobia, coxitis, sarcocele, nape, sclerotica, cystocele, aphonia, symphysis, asystole, galactorrhea, occiput, anuria, apyrexia, blepharitis, lectophobia, calvarium, agoraphobia, adenitis, abortion, croup
offence indignation
offended indignant
old aged
old-sightedness presbyopia
on above
one-sided hemiplegia, unilateral
onset incipient, inception, incipiency
oophorectomy ovariotomy
ooze exudate, exude
oozes exudes, exudates
oozing exuding, exudation
oozings exudations
open patulous, agoraphobia
opening os, foramen, meatus
opposed averse
optic ocular
oriental kala-azar
origin idiopathic
oris noma, noma
osmidrosis bromidrosis
osteitis ostitis
osteomyelitis osteo-myelitis
ostitis osteitis
otitis tympanitis
otodynia otalgia
out exhausted, regurgitates, regurgitation, effete
outgrowth excrescences
outside outdoors
over above
over-acting overacting
over-distended overdistended
over-eating overeating
over-estimated overestimated
over-excitement overexcitement
over-exertion overexertion
over-grown overgrown
over-heated overheated
over-heating overheating
over-impressionable overimpressionable
over-indulgence overindulgence
over-loaded overloaded
over-powering overpowering
over-riding overriding
over-sensitive oversensitive
over-sensitiveness oversensitiveness
over-sleeping oversleeping
over-stimulation overstimulation
over-strain overstrain
over-straining overstraining
over-taxed overtaxed
over-weening overweening
over-work overwork
over-worked overworked
overabundance plethora
overabundant plethoric
overaction tumultuous
overdue tardy
overflow abundance
overirritability over-irritability
overlifting over-lifting
overstudy over-study
overtired over-tired
overuse over-use
overwhelming irresistible
oxyuris ascaris, ascarides
pachydermia elephantiasis
packed replete
pain neuralgia, agony
painful dysmenorrhea, dysuria, cystitis, racking
pains neuralgias
painstaking meticulous
palate palatine
palatine palate
pale lusterless, waxen, waxy, livid, pallor, pallid
paleness lividity
pallid cadaverous
palsy parkinsonism, agitans
panaris morvan's, whitlow, panaritium
panaritium whitlow
panaritiums felons
paniris felons
pannis pannus
pannus trachoma
papular pustular
papule acne
papules pimples
paraesthesia paresthesia
paraesthesias parethesias
paralysis paretic, parkinsonism, palsy, paresis, agitans, hemiplegia
parched arid
paresis paretic
paretic paresis
paronychia panaritium, whitlow
paronychias felons
parotitis mumps
parry's ex-ophthalmic, grave's, exophthalmic
parson's ex-ophthalmic, exophthalmic
part corpus
parulis gum-boil
passage meatus
passionate earnest
passive sedentary
pasty glutinous
patches moth-spots
patients individuals
pavor night-terrors, nightmares, nightmare
peak vertex
peevish snappish
pellucid limpid
pemphigus tetter
penis glans-penis
people anthropophobia, individuals
perceptive sensible
perceptiveness sensibility
perforation foramen
periodic intermittent, intermitting, cyclic, intermittents
periodontitis rigg's
periodontoclasia rigg's
periostitis rigg's
permeated pervaded
pernio chilblains
perplexed confused
perplexes confounds
persistent tenacious
personality hysteria
perspiration diaphoresis
persuaded induced
persuades induces
persuading inducing
pertussis whooping, whooping-cough
pervade permeate
petechiae purpura
pharyngeal adenoid, adenoids, luschka's
pharynx fauces
phlebitis milk-leg, phlegmasia
phlegmasia phlebitis, milk-leg
phlyctenoides pemphigus
phthisic consumptive
phthisis consumption
phthsis tuberculosis
physic laxative
pimple pustule, acne
pimples pustules, gooseflesh, goose-flesh
pinion ala
pinna auricle
pinworms pin-worms
pit fossa, scrobiculum
pitch timbre
pitiful wretched
pits fossae
pityriasis tinea, versicolor
place occurring, occurred, occurs, occur
plenty abundance
pleurisy pleurodynia, pleuritis
pleuritis pleurisy
plump stout
plumpness obesity
pneumogastric vagus, pneumo-gastric
pointless aimless
points commissures
poison rhus
poisoning septicemia, plumbism, toxemia, toxemic
polio poliomyelitis
polyidrosis hyperidrosis
poor destitute
porrigo scald-head, tinea, tinea
portly stout, plump
pott's potts'
pox vesicle, vesicles
pre pms
preceding previous
predict anticipate
predicting anticipating
pregnancy puerperal, abortion
preposterous absurd
present absent
preserve retain
preserved retained
preserving retaining
previous earlier
principal prominent
principally prominently
prior previous
privacy solitude
process xiphoid
profuse abundant
profusion abundance
prolapse prolapsus, ptosis, enteroptosis
prolapsus prolapse
prolonged protracted
prolonging protraction
prominence protuberance
prominences protuberances
promote facilitate
promotes facilitates
prone predisposed, prostrate, inclined
proneness predisposition
pronunciation enunciation
prosopalgia faceache, trigeminal
provokation exacerbation
provokations exacerbations
proximity presence
psora scabies
psoriasis tetter
pterygion pterygium
ptitude ability
ptosis prolapse, prolapsus
pulmonalis phthisis
pulmonary night-sweat, night-sweats
pulpy pappy
purge evacuate
purged evacuated
purging evacuation
purgings evacuations
purposeless aimless
purpura werlhoff's, werlhoff's, werlhoffii, werlhoffii
purulent pus-like, pyorrhea
pus purulent, pyemia
pus-forming pyogenic
pustular papular, papulous
pustule acne
pustules pimples
putrid decomposed, typhoid
putrified putrefaction
putrifying putrefactive
pyorrhea purulent, rigg's, rigg's
pyrosis heartburn, waterbrash
quarrelsome argumentative
queasiness nausea
queasy nauseous
questioning inquisitive
rabies lyssophobia
radiance luster
raised exalted
rancor spite
random aimless
rare infrequent
rash nettle-rash, impetuous, urticaria, impulsive
rashness impulsiveness
rate bradycardia, tachycardia
ravenous canine, voracious
raw excoriated
receding retrocedent, retrocession
reclining recumbent
recumbent prostrate
recurrance intermittency
recurrence relapse
recurrent cyclic, intermittent, intermittents
recurring quotidian, relapsing, intermittents, intermitting, cyclic, intermittent
recurs relapses
red sanguineous
redness effervescent
reduce colliquitine
reflecting introspective
regius jaundice, jaundiced, jaundices
regress reflux
regret remorse
regurgitate vomit
regurgitated vomited
regurgitates vomits
regurgitating vomiting
rejuvinated invigorated
relating about
relative about
relaxed atonic
reluctant averse
remain tarry
remains remnants, persists
remedial recuperative
remembering recollection
removal excision, lithotomy, extraction
removed abstracted, amputated
reserved retiring, taciturn
residue remnants
resonance timbre
resonant sonorous, tympanitic
resonate reverberate
resonating reverberating, reverberation
resound reverberate
resounding reverberating, reverberation
respecting about
restless prurient
restlessness inquietude, malaise
restorative recuperative
restrained retiring, inhibited
restraining inhibiting
result occur
resulted occurred
resulting occurring
results after-effects, occurs, occurrences
retarded protracted, cretinism
retarding protraction
reticent taciturn
retreat retrocession
retreating retrocedent
revolting repulsive
rhachitis rickets
rheum tetter, eczema
rheumatism lumbago
rhimae rhagades
rhinitis ozaena, coryza
rib costal
ribs intercostal, intercostals
rickets rachitic, rachitis, rhachitis
ridges welts
ridiculous absurd
rigid turgid, uncompromising
ringing tinnitus
ringworm porrigo, tinea, circinatus, favus
rip tear
ripped wrenched
ripping tearing, wrenching
robust stout
robustness plethoric
rocky petrous
romantic amative
rose erysipelas, erysipelatous
rose-rash roseola
rots putrefies
rotten decomposed, putrid
rotting putrefaction, putrefactive, decomposing
round bulbous
roundworm ascaris
roundworms ascarides
rubbed abraded
rubber prophylactic
rubella roseola
rubric rubrum
rubrick rubrum
rumbling borborygmi
running impetigo
runty puny
sacer shingles, zona, zoster
sad dejected, low-spirited
saliva sialorrhea
salivating spluttering
salivation ptyalism
salt eczema, halophagia, tetter, brine, halophagia
salts smelling-bottle
salty sialorrhea
sanies ichorous, ichor
sanious saneous
sarcoptes scabies
saturate permeate
saturnina painter's
satyriasis erotomania
scab tinea
scabiei scabies
scald scald-head, tinea
scale-like squamous
scaled exfoliated
scaling exfoliations, exfoliating, exfoliation
scall tetter
scaly psoriasis
scar cicatricial
scarce scanty
scared terrified, afraid
scarlet scarlatina, scarlatina-like, exanthemata
scarring cicatrization
scars cicatrices
scary terrifying
scirrhous scirrhus
scleriasis scleroderma
sclerosis sclerema
scorbutus scurvy
scorn contempt
scrape lesion, abrasion
scrapes lesions, abrasions
scratch lesion, abrasion
scratches lesions, abrasions
scrofula scrofuloderma
scrofulous strumous
scrum-pox impetigo
scum pellicle
scurvy scorbutic, scorbutus, werlhoff's, werlhoffii
sea brine, seashell, seashore
seawater brine
seclusion solitude
secrete exude
secretes exudes
secreting exuding
sedative soporific, soporific
see perceive
seen perceived
seizure paroxysm
seizures paroxysms
seldom infrequent
senior aged
sensation formication
sensibility hyperaesthesia
sensitive sensible, tender
sensitivity sensibility, tenderness
separated abstracted
serene limpid
serpentine tortuous
seu scabies
severe malignant
severity malignancy
sexual anaphrodisia, libidinous, venery
shakiness tremulousness
shaking parkinsonism, agitans
shaky tremulous
shameless immodest, impudent
shaped scaphoid
shapeless amorphous
sharp lancinations
sharply lancinating
shed exfoliated
shedding desquamation, exfoliation, exfoliations, exfoliating
sheen luster
shell seashell
shimmering iridescent
shingles zona, zoster
ship typhoid, typhus
sholder scapular
shooting lancinating
shootings lancinations
shoplifting kleptomania
shore seashore
short short-winded, petit
short-sighted near-sighted
shortness dyspnea
shot draught
shots draughts
shoulder scapula, scapulae, deltoid
shrill stridulas
shriveled atrophy, wizened
shy retiring
sick indisposed
sickly sallow, languid
sickness chloronic, chlorides, qualmishness, languor, mal, air-sickness, indisposition, chlorosis, chloro-anemia
side lateral, lateral
side-effects by-effects
sidelong lateral
sideways sidewise
sidewise sideways
sighted myopic
sightedness myopia
silent retiring, taciturn
silly absurd
similar alike
sinfulness wickedness
single unilateral, unmarried
sinus rhinitis
skin cutile, scleroderma, cutaneous, cutis, epidermis, integument, papilloma, epithelioma
skin-like dermoid
skinny scrawny
skins integuments
skull calvarium
slackening paretic, paresis
slashed lacerated
slashes lacerations
slashing lacerating
sleep sopor, coma, narcolepsy
sleep-inducing soporific
sleepiness drowsiness, somnolence
sleeping lying-in, nodding
sleeplessness night-watching, insomnia
sleepwalking somnambulance, somnambulism
sleepy drowsy
slip misstep
slips missteps
slobbering spluttering
slothful indolent, lazy
slothfulness indolence
slow bradycardia, tardy, retard
slowed retarded, impeded
slowing impeding
slowness tardiness
sluggish torpid, lethargic
sluggishness lethargy, torpor
sly foxy
small ileum
smallpox variola
smell olfactory, odor
smelling smelling-bottle
smells odors
smelly odorous, inoderous
smooth waxen, waxy
smug complacent
snake-like reptilian
snoozes catnaps
snore stertor
snoring stertorous
soaked sodden
sob weep
sobbing weeping
sobby weepy
sobs weeps
soft papescent, flaccid, bleb
softening maceration
softness flaccidity
soggy sodden
solid immovable
sonority timbre
soporic soporific
sopping sodden
sore lesion, quinsy, canker, kala-azar
sores aphtha, lesions, boils, aphthae
spaces agoraphobia
sparkling iridescent
sparms cricks
spasm paroxysm, crick, clonic, cytospasm
spasmodic laryngismus, paroxysmal
spasms paroxysms
speak aphasia
speaking lectophobia
specks motes
speech phonation
speechless dumb
spew vomit
spewed vomited
spewing spluttering, vomiting
spews vomits
spherical bulbous
spicy piquant
spider cobweb, cobwebs
spinal locomotor, potts'
spine meningeal
spirit soul
spiritless abject, listless
spiritlessness listlessness
spit expectoration, expectorated, expectorate
spiteful malicious, vindictive
spits regurgitates, expectorates
spitting spluttering, hemoptysis, expectorating, regurgitation
spittle saliva
splashed swashed
splashing swashing
spleen splanchnic
splenic splanchnic
splenomegaly kala-azar
split tear
splitting tearing
spondylitis potts'
sporadic infrequent
spot scotoma
spots blotches, indurata, chloasma, liver-spots, chloasmata, chloasmata, chloasma, indurations, moth-spots
spotted blotchy
spread metastasis, metastases
spreading patulous
sprue psilosis, aphthae, aphtha
sputum sputa
squeamish nauseous
squeamishness nausea
squinting strabismus
squirming writhing
squirting spurting
squirts spurts
st. choreic, erysipelatous, erysipelas, chorea, ergotism
stagnation stasis
stalk pedunculated
stance posture
starchy sago, farinaceous
start inception, prodromal
starvation malnutrition
starved emaciated, ravenous
stay tarry
stealing kleptomania
steatoma atheroma
stem pedunculated
stench fetor
stick agglutinate
sticky glutinous, viscid
stiff turgid
stiff-neck torticollis, wry
stink stench
stinking odorous, fetid
stitches sutures
stomach epigastrium, pylorus, belly, pyloric, ventriculi
stomatitis noma
stone lithotomy
stones calculi, lithiasis
stony petrous
stop abort, arrest
stopped aborted, arrested
stops arrests
stout plump
stoutness obesity
strangury cystitis
stricture stenosis
string fibrin
stringy fibrinous
stripped denuded
stroke apoplexy
strong robust
struggle nisus
struma goitre
stubborn intractable, tenacious, headstrong, uncompromising
stuck agglutinated
stupid obtuse
stupor coma, torpor, sopor
substituted vicarious
succeeded supervened
succeeds supervenes
sudden paroxysmal
suffication asphyxia
sugar saccharine, glycosuria
sunken scaphoid
superficial saphenous
supine prostrate
support pedunculated
suppressio amenorrhea
surly ill-tempered
suspension colloid
swallowing deglutition, dysphagia
sweat perspiration, perspire
sweating perspiring, diaphoresis
sweats perspires
sweet saccharine
swelling distention, bloating, tumefaction, tumefied, protuberance, distending
swellings protuberances, nodes
swollen bloated, distended, distented, tumefaction, tumefied, distensive
swollenness bloatedness
swoon syncope
sydenham's chorea, choreic
symptom rubrum
symptoms rubra
syndrome pms
syphilis lues, pox
syphilitic oxygenoid
syphiloderma syphilides
tabes locomotor
taenia tapeworm, tenia
tail coccyx, coccya
tail-bone coccyx
tail-bones coccya
take occur
takes occurs
taking occurring
talkative loquacious, garrulous
talkativeness loquacity
tan ochre-red
tangle labyrinth
tangled labyrinthine
tapeworm tenia
tarsal meibomian
tawny ochre-red
tb tuberculosis, consumption, consumptive
tearing lancinating, lachrymation, lacerating, wrenching
tearings lancinations
tears epiphora, lacerations, lachrymal
teething dentition
tendency proneness, inclination, propensity
tending inclining, prone
tendinitis tendonitis
tendons sinews
tends inclines
tenia tapeworm
tenositis tendonitis
tense nervous
tenseness nervousness
termination abortion
terrors nightmares, nightmare, night-terrors
testicle sarcocele
testicles gonads
tetanus lockjaw, tetanic, trismus
tetter psoriasis, impetigo, eczema, eczema, impetigo, favus, lupus, favus, herpes, pemphigus, psoriasis, lupus, psoriasis
tettery blear-eyed, eczematous
thick viscid
thick-set stout
thigh crural
thighs loins
thin scanty, scrawny
third tertiary
thompsen's thompson's, tiegel's
thompson's tiegel's
thorough exhaustive, conscientious
thoughtful introspective
thoughts notions
three-pointed tricuspid
threw vomited
throat quinsy, fauces
throb palpitation
throbbing palpitating
throbs palpitations
thrombocytopenic werlhoff's, werlhoffii
thrombosis apoplexy
throw vomit
throwing regurgitation, vomiting
throws regurgitates, vomits
thrush aphtha, aphthae
thyrotoxicosis grave's
tic trigeminal, prosopalgia, faceache
tickle titillation
tickling titillating
timid cowardly
tinea scald-head, versicolor
tingling paresthesia
tinglings parethesias
tired exhausted, prostrated
tiredness prostration
tiring exhausting
tisues sinews
to including, about, photophobia, aphasia, about, amasarea
tongue glossitis, lingua, ranula
tongue-shaped lingua
tonsil adenoid, adenoids, adenoid, adenoids
tonsils quinsy
tonsurans tinea
too inordinately
took occurred
top calvarium, crown, above
tore wrenched
tormenting teasing, agonizing
torn lacerated
torticollis wry, wry
toxins sepsis, septic
trachea croup, windpipe
trance catalepsy
tranquilizer soporific
tremor paroxysm
tremors paroxysms
trismus lockjaw, tetanic, tetanus
tropical kala-azar
try endeavor
tubal salpingitis
tubercular scrofula
tuberculoic consumptive
tuberculosis night-sweats, night-sweat, potts', consumption, phthisis
tuberculous scrofula
tumer sarcocele
tumor hematocele, osteosarcoma, exostosis, sarcoma, neuroma, chalaza, papilloma, nodosa, lipoma
tumors nodosities, myomata, exostoses
turning retroversion
tussis pertussis, whooping, whooping-cough
twisted tortuous, wrenched
twisting wrenching, writhing
twitching subsultus
tympanitis otitis
tympany tympanites
typhoid enteric
typhus typhus, typhus, low-fever
ulcer phagedenic, ulcus, canker
ulcus ulcer
unable aphasia, amasarea
unaware oblivious
unbearably insufferably
uncertain irresolute
uncommon infrequent
unconscious comatose
unconsciousness narcosis
uncontrolled incontinence
uncoordinated ataxic
undecided irresolute
undernourishment malnutrition
undersized puny
understanding comprehension
undeveloped latent, premature
undone incomplete
uneasiness apprehensiveness, qualmishness, malaise, apprehension, anxiety
uneasy apprehensive, anxious, agitated
unemotional phlegmatic
unending incessant
unendingly incessantly
unexcitable phlegmatic
unfeeling insensible, apathetic, insensibility
unfinished incomplete
unforgiving vindictive
unhealthy morbid
uninterested disinterested
union conjunction, commissures
unite conjoined
unknown idiopathic
unpalatable insipidus, insipid
unquenchable insatiable
unrestrained irrepressible
unstimulating insipidus, insipid
untroubled limpid
unwholesome morbid
unwilling averse
unyielding uncompromising
up vomit, regurgitation, vomited, vomiting, vomits, regurgitates
upper maxillae
upward upwards
upwards upward
urethritis gleet
urethrorrhea blennorrhea
urgent earnest
urhidrosis uridrosis
uricemia lithaemia
urinate micturate, defecate
urination dysuria, cystitis, micturition, defecation, dysuria
urine polyuria, glycosuria, anuria, oliguria, hematuria
urticaria nettle-rash
useless ineffectual
uteritis metritis
uterus cervix, matrix, womb
vague indistinct
vagus pneumo-gastric
value appreciate
vapid insipidus, insipid
vengeful vindictive
vermiform lumbricoides, lumbricoid
versicolor tinea
vertigo meniere's
vesicles hydroa
vesicularis pemphigus
vibrant sonorous
vice wickedness
vigorous robust
vileness wickedness
visceral kala-azar
vision amblyopia, diplopia, xanthopsia
visual ocular
vitiligo leucoderma
vitus's chorea, choreic
voice aphonia
void defecate
vomiting hematemesis, regurgitation, emesis, pyemia
vomits regurgitates
voracious ravenous
wail weep
wailing weeping, sobbing
wails weeps, sobs
wait tarry
warm sanguine
wart excrescences, condyloma, verruca, papilloma
warts fig-warts, condylomata
washerwoman's psoriasis
wasted atrophic, atrophied, emaciated
wastes atrophies, ravages
wasting tabes, emaciating, atrophy
water brine, brine
waterbrash hypersalivation, pyrosis, heartburn
waterlogged sodden
wavering indecisiveness, indecisive, indecision
wax paraffine
weak languid, amblyopia, ineffectual, enervated, asthenic, puny, prostrated
weak-minded imbecile
weakening enervating
weakness paretic, lassitude, prostration, adynamic, paresis, adynamia, languor, asthenia
weals welts
weariness prostration, lassitude, languor
weary prostrated, languid
web cobweb, pterygium
webs cobwebs
weeping tearfulness, lachrymal, sobbing, tears, tearful
weeps sobs
well including
werlhoffi werlhoffii, werlhoff's
wet sodden
whimpering whining
whimsical capricious
white sclerotica, glairy
whiteheads pimples
whites leucorrhea, leucorrhaa
whitlow panaritium
whitlows felons
whooping pertussis
winded short-winded, short-winded
winding tortuous
windpipe trachea
wing ala
wing-skin pterygium
with abolished
withdrawal retrocession
withdrawing retrocedent
withdrawn retiring
withered wizened, atrophies, atrophied, atrophic
withering atrophy
within intra-ocular, intercranial
without abstaining
womb cervix
won't lagophthalmus
wordless speechless
wordlessness speechlessness
wordy talkative
worm-like lumbricoides, lumbricoid
worms helminthiasis, ascarides, ascaris, helminthiasis, lumbrici
worn effete, abraded, exhausted
worried apprehensive
worry apprehension, apprehensiveness
worsen aggravate
worsened aggravated
worsening exacerbation
worsenings exacerbations
wound injury, injure, lesion
wounded lacerated, injured
wounding lacerating
wounds lesions, injuries, lacerations
wry-neck torticollis, wry
xanthopia xanthopsia
xeroderma ichthyosis
xiphoideus xiphoid
yearly annually
yellow xanthopsia, lemon-colored, sallow, jaundice
yellowed jaundiced
yellows jaundices
zealous vehement
zits pimples
zona shingles, zoster
zoster zoster, zona, vesicles, shingles, vesicle
